filename,sheet_name,file_year,project_name,gate_number,sku_name,sku_name,Market,list_price_AUD,forecast_volume_y1,forecast_volume_y2,forecast_volume_y3,forecast_net_sales_y1,forecast_net_sales_y2,forecast_net_sales_y3,launchyr_coop_listingfees_y1,launchyr_coop_listingfees_y2,launchyr_coop_listingfees_y3,one_time_costs_y1,one_time_costs_y2,one_time_costs_y3
G3 P&L - Rusty - AU NZ - CANZ - Reno (P).xlsm,Project Summary,,Rusty,G3,Betadine Antiseptic First Aid Cream 45g_NZ,Betadine Antiseptic First Aid Cream 45g,NZ,7.87037037037037,0.0,0.0,13000.0,0.0,0.0,79805.55555555556,0.0,,,0.0,,
G3 P&L - Rusty - AU NZ - CANZ - Reno (P).xlsm,Project Summary,,Rusty,G3,Betadine Antiseptic First Aid Cream 20g_NZ,Betadine Antiseptic First Aid Cream 20g,NZ,4.916666666666666,0.0,0.0,17000.0,0.0,0.0,65195.0,0.0,,,0.0,,
G4 P&L - Dexterity Short Term - AU NZ - CANZ - Inno (R&D).xlsm,Project Summary,,Dexterity Short Term,G4,DURO-TUSS Dry Forte Dex 3mg 200mL _Australia,DURO-TUSS Dry Forte Dex 3mg 200mL ,Australia,14.95,459995.0,470943.0,492135.0,4263693.654999999,4365170.666999999,4561599.3149999995,0.0,,,0.0,,
G4 P&L - Dexterity Short Term - AU NZ - CANZ - Inno (R&D).xlsm,Project Summary,,Dexterity Short Term,G4,DURO-TUSS Dry + Nasal Decon 200mL_Australia,DURO-TUSS Dry + Nasal Decon 200mL,Australia,14.95,0.0,0.0,80002.0,0.0,0.0,741538.538,0.0,,,0.0,,
G4 P&L - Dexterity Short Term - AU NZ - CANZ - Inno (R&D).xlsm,Project Summary,,Dexterity Short Term,G4,DURO-TUSS Dry + Nasal Decon (Night) 200mL_Australia,DURO-TUSS Dry + Nasal Decon (Night) 200mL,Australia,14.95,0.0,51581.0,87300.0,0.0,478104.289,809183.7,0.0,,,0.0,,
G4 P&L - Dexterity Short Term - AU NZ - CANZ - Inno (R&D).xlsm,Project Summary,,Dexterity Short Term,G4,DURO-TUSS Dry Cough Lozenges 16s_Australia,DURO-TUSS Dry Cough Lozenges 16s,Australia,7.75,0.0,35100.0,130428.0,0.0,163215.0,606490.2,0.0,,,0.0,,
G4 P&L - Dexterity Short Term - AU NZ - CANZ - Inno (R&D).xlsm,Project Summary,,Dexterity Short Term,G4,DURO-TUSS Dry Cough Lozenges 32s _Australia,DURO-TUSS Dry Cough Lozenges 32s ,Australia,12.06,0.0,33333.0,130428.0,0.0,241197.58800000002,943777.008,0.0,,,0.0,,
G4 P&L - Dexterity Short Term - AU NZ - CANZ - Inno (R&D).xlsm,Project Summary,,Dexterity Short Term,G4,DURO-TUSS DX Dry Cough Liquid Forte 125mL_Australia,DURO-TUSS DX Dry Cough Liquid Forte 125mL,Australia,11.19,150255.0,50875.0,45833.0,1042439.139,352960.575,317980.18739999994,0.0,,,0.0,,
G4 P&L - Dexterity Short Term - AU NZ - CANZ - Inno (R&D).xlsm,Project Summary,,Dexterity Short Term,G4,DURO-TUSS Dry Cough Lozenges 16s_NZ,DURO-TUSS Dry Cough Lozenges 16s,NZ,8.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,
G4 SC P&L - Dexterity Short Term - AU NZ - CANZ - Inno (R&D).xlsm,Project Summary,,Dexterity Short Term,G4,DURO-TUSS Dry Forte Dex 3mg 200mL _Australia,DURO-TUSS Dry Forte Dex 3mg 200mL ,Australia,14.95,459995.0,470943.0,492135.0,4263693.654999999,4365170.666999999,4561599.3149999995,0.0,,,0.0,,
G4 SC P&L - Dexterity Short Term - AU NZ - CANZ - Inno (R&D).xlsm,Project Summary,,Dexterity Short Term,G4,DURO-TUSS Dry + Nasal Decon (Night) 200mL_Australia,DURO-TUSS Dry + Nasal Decon (Night) 200mL,Australia,14.95,0.0,51581.0,87300.0,0.0,478104.289,809183.7,0.0,,,0.0,,
G4 SC P&L - Dexterity Short Term - AU NZ - CANZ - Inno (R&D).xlsm,Project Summary,,Dexterity Short Term,G4,DURO-TUSS Dry Cough Lozenges 16s_Australia,DURO-TUSS Dry Cough Lozenges 16s,Australia,7.75,0.0,35100.0,130428.0,0.0,163215.0,606490.2,0.0,,,0.0,,
G4 SC P&L - Dexterity Short Term - AU NZ - CANZ - Inno (R&D).xlsm,Project Summary,,Dexterity Short Term,G4,DURO-TUSS Dry Cough Lozenges 32s _Australia,DURO-TUSS Dry Cough Lozenges 32s ,Australia,12.06,0.0,33333.0,130428.0,0.0,241197.58800000002,943777.008,0.0,,,0.0,,
G4 SC P&L - Dexterity Short Term - AU NZ - CANZ - Inno (R&D).xlsm,Project Summary,,Dexterity Short Term,G4,DURO-TUSS DX Dry Cough Liquid Forte 125mL_Australia,DURO-TUSS DX Dry Cough Liquid Forte 125mL,Australia,11.19,150255.0,50875.0,45833.0,1042439.139,352960.575,317980.18739999994,0.0,,,0.0,,
G1 P&L - Yogi - CANZ & AMENA - Inno R&D I-L.xlsm,Project Summary,,Yogi,G1,DURO-TUSS Relief Dry Lozenges 24_Australia,DURO-TUSS Relief Dry Lozenges 24,Australia,8.61,80000.0,80000.0,82400.0,440000.0,440000.0,453200.0,0.0,,,0.0,,
G1 P&L - Yogi - CANZ & AMENA - Inno R&D I-L.xlsm,Project Summary,,Yogi,G1,Difflam Sore Throat + Cough / Herbal Lozenges 16_Australia,Difflam Sore Throat + Cough / Herbal Lozenges 16,Australia,7.26,220000.0,210000.0,216300.0,782628.0,747054.0,769465.62,0.0,,,0.0,,
G1 P&L - Yogi - CANZ & AMENA - Inno R&D I-L.xlsm,Project Summary,,Yogi,G1,"Difflam Sore Throat + Cough, Cold & Flu Lozenges 16_Australia","Difflam Sore Throat + Cough, Cold & Flu Lozenges 16",Australia,7.26,0.0,80000.0,82400.0,0.0,284592.0,293129.76,0.0,,,0.0,,
G1 P&L - Yogi - CANZ & AMENA - Inno R&D I-L.xlsm,Project Summary,,Yogi,G1,Difflam Soothing Centre Filled Lozenges 16 H/L_Australia,Difflam Soothing Centre Filled Lozenges 16 H/L,Australia,7.26,0.0,180000.0,185400.0,0.0,640332.0,659541.96,0.0,,,0.0,,
G1 P&L - Yogi - CANZ & AMENA - Inno R&D I-L.xlsm,Project Summary,,Yogi,G1,Difflam Soothing Centre Filled Lozenges 16 Berry_Australia,Difflam Soothing Centre Filled Lozenges 16 Berry,Australia,7.26,0.0,115000.0,118450.0,0.0,409101.0,421374.02999999997,0.0,,,0.0,,
G1 P&L - Yogi - CANZ & AMENA - Inno R&D I-L.xlsm,Project Summary,,Yogi,G1,DURO-TUSS Relief Dry Lozenges 24_NZ,DURO-TUSS Relief Dry Lozenges 24,NZ,9.9,0.0,20000.0,21000.0,0.0,138600.0,145530.0,0.0,,,0.0,,
G1 P&L - Yogi - CANZ & AMENA - Inno R&D I-L.xlsm,Project Summary,,Yogi,G1,Difflam Sore Throat + Cough / Herbal Lozenges 16_NZ,Difflam Sore Throat + Cough / Herbal Lozenges 16,NZ,7.0200000000000005,0.0,20000.0,20600.0,0.0,98280.0,101228.4,0.0,,,0.0,,
G1 P&L - Yogi - CANZ & AMENA - Inno R&D I-L.xlsm,Project Summary,,Yogi,G1,Difflam Soothing Centre Filled Lozenges 16 H/L_NZ,Difflam Soothing Centre Filled Lozenges 16 H/L,NZ,9.879999999999999,0.0,24000.0,24720.0,0.0,165984.0,170963.52,0.0,,,0.0,,
G1 P&L - Yogi - CANZ & AMENA - Inno R&D I-L.xlsm,Project Summary,,Yogi,G1,Difflam Soothing Centre Filled Lozenges 16 Berry_NZ,Difflam Soothing Centre Filled Lozenges 16 Berry,NZ,9.879999999999999,0.0,24000.0,24720.0,0.0,165984.0,170963.52,0.0,,,0.0,,
G1 P&L - Yogi - CANZ & AMENA - Inno R&D I-L.xlsm,Project Summary,,Yogi,G1,Difflam Herbals Soothing Throat Lozenges 12 Lemon Ginger_MY,Difflam Herbals Soothing Throat Lozenges 12 Lemon Ginger,MY,1.875,17500.0,35000.0,42000.0,-23750.0,52500.0,63000.0,50000.0,,,0.0,,
G1 P&L - Yogi - CANZ & AMENA - Inno R&D I-L.xlsm,Project Summary,,Yogi,G1,Difflam Herbals Soothing Throat Lozenges 12 Manuka Honey_MY,Difflam Herbals Soothing Throat Lozenges 12 Manuka Honey,MY,1.875,17500.0,35000.0,42000.0,-23750.0,52500.0,63000.0,50000.0,,,0.0,,
G1 P&L - Yogi - CANZ & AMENA - Inno R&D I-L.xlsm,Project Summary,,Yogi,G1,Difflam Herbals Soothing Throat Lozenges 12 Elderberry_MY,Difflam Herbals Soothing Throat Lozenges 12 Elderberry,MY,1.5,17500.0,35000.0,42000.0,-29000.0,42000.0,50400.0,50000.0,,,0.0,,
G1 P&L - Yogi - CANZ & AMENA - Inno R&D I-L.xlsm,Project Summary,,Yogi,G1,Difflam Kids Soothing Throat Pops 8s Strawberry_MY,Difflam Kids Soothing Throat Pops 8s Strawberry,MY,6.870378852319571,17500.0,35000.0,42000.0,46185.303932473995,192370.607864948,230844.72943793758,50000.0,,,0.0,,
G1 P&L - Yogi - CANZ & AMENA - Inno R&D I-L.xlsm,Project Summary,,Yogi,G1,Difflam Herbals Soothing Throat Lozenges 12 Lemon Ginger_SG,Difflam Herbals Soothing Throat Lozenges 12 Lemon Ginger,SG,6.2,10000.0,20000.0,24000.0,7120.0,94240.0,113088.0,40000.0,,,0.0,,
G1 P&L - Yogi - CANZ & AMENA - Inno R&D I-L.xlsm,Project Summary,,Yogi,G1,Difflam Herbals Soothing Throat Lozenges 12 Manuka Honey_SG,Difflam Herbals Soothing Throat Lozenges 12 Manuka Honey,SG,6.2,10000.0,20000.0,24000.0,7120.0,94240.0,113088.0,40000.0,,,0.0,,
G1 P&L - Yogi - CANZ & AMENA - Inno R&D I-L.xlsm,Project Summary,,Yogi,G1,Difflam Herbals Soothing Throat Lozenges 12 Elderberry_SG,Difflam Herbals Soothing Throat Lozenges 12 Elderberry,SG,6.2,10000.0,20000.0,24000.0,7120.0,94240.0,113088.0,40000.0,,,0.0,,
G1 P&L - Yogi - CANZ & AMENA - Inno R&D I-L.xlsm,Project Summary,,Yogi,G1,Difflam Kids Soothing Throat Pops 8s Strawberry_SG,Difflam Kids Soothing Throat Pops 8s Strawberry,SG,5.7,10000.0,20000.0,24000.0,3320.0,86640.0,103968.0,40000.0,,,0.0,,
G1 P&L - Yogi - CANZ & AMENA - Inno R&D I-L.xlsm,Project Summary,,Yogi,G1,Difflam Herbals Soothing Throat Lozenges 12 Lemon Ginger_PH,Difflam Herbals Soothing Throat Lozenges 12 Lemon Ginger,PH,1.83,37500.0,75000.0,90000.0,46527.5,107055.0,128466.0,7000.0,,,0.0,,
G1 P&L - Yogi - CANZ & AMENA - Inno R&D I-L.xlsm,Project Summary,,Yogi,G1,Difflam Herbals Soothing Throat Lozenges 12 Manuka Honey_PH,Difflam Herbals Soothing Throat Lozenges 12 Manuka Honey,PH,1.8,37500.0,75000.0,90000.0,45650.0,105300.0,126360.0,7000.0,,,0.0,,
G1 P&L - Yogi - CANZ & AMENA - Inno R&D I-L.xlsm,Project Summary,,Yogi,G1,Difflam Herbals Soothing Throat Lozenges 12 Elderberry_PH,Difflam Herbals Soothing Throat Lozenges 12 Elderberry,PH,1.8,37500.0,75000.0,90000.0,45650.0,105300.0,126360.0,7000.0,,,0.0,,
G1 P&L - Yogi - CANZ & AMENA - Inno R&D I-L.xlsm,Project Summary,,Yogi,G1,Difflam Kids Soothing Throat Pops 8s Strawberry_PH,Difflam Kids Soothing Throat Pops 8s Strawberry,PH,5.52,25000.0,50000.0,60000.0,100640.0,215280.0,258336.0,7000.0,,,0.0,,
G1 P&L - Yogi - CANZ & AMENA - Inno R&D I-L.xlsm,Project Summary,,Yogi,G1,Difflam Herbals Soothing Throat Lozenges 12 Lemon Ginger_HK,Difflam Herbals Soothing Throat Lozenges 12 Lemon Ginger,HK,3.2048225990019814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,
G1 P&L - Yogi - CANZ & AMENA - Inno R&D I-L.xlsm,Project Summary,,Yogi,G1,Difflam Herbals Soothing Throat Lozenges 12 Manuka Honey_HK,Difflam Herbals Soothing Throat Lozenges 12 Manuka Honey,HK,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,
G1 P&L - Yogi - CANZ & AMENA - Inno R&D I-L.xlsm,Project Summary,,Yogi,G1,Difflam Herbals Soothing Throat Lozenges 12 Elderberry_HK,Difflam Herbals Soothing Throat Lozenges 12 Elderberry,HK,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,
G1 P&L - Yogi - CANZ & AMENA - Inno R&D I-L.xlsm,Project Summary,,Yogi,G1,Difflam Kids Soothing Throat Pops 8s Strawberry_HK,Difflam Kids Soothing Throat Pops 8s Strawberry,HK,5.480679553060366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,
G1 P&L - Yogi - CANZ & AMENA - Inno R&D I-L.xlsm,Project Summary,,Yogi,G1,Difflam Herbals Soothing Throat Lozenges 12 Lemon Ginger_TH,Difflam Herbals Soothing Throat Lozenges 12 Lemon Ginger,TH,1.56,50000.0,100000.0,120000.0,14600.0,109200.0,131040.0,40000.0,,,0.0,,
G1 P&L - Yogi - CANZ & AMENA - Inno R&D I-L.xlsm,Project Summary,,Yogi,G1,Difflam Herbals Soothing Throat Lozenges 12 Manuka Honey_TH,Difflam Herbals Soothing Throat Lozenges 12 Manuka Honey,TH,1.6,50000.0,100000.0,120000.0,16000.0,112000.0,134400.0,40000.0,,,0.0,,
G1 P&L - Yogi - CANZ & AMENA - Inno R&D I-L.xlsm,Project Summary,,Yogi,G1,Difflam Herbals Soothing Throat Lozenges 12 Elderberry_TH,Difflam Herbals Soothing Throat Lozenges 12 Elderberry,TH,1.6,50000.0,100000.0,120000.0,16000.0,112000.0,134400.0,40000.0,,,0.0,,
G1 P&L - Yogi - CANZ & AMENA - Inno R&D I-L.xlsm,Project Summary,,Yogi,G1,Difflam Kids Soothing Throat Pops 8s Strawberry_TH,Difflam Kids Soothing Throat Pops 8s Strawberry,TH,5.05,50000.0,100000.0,120000.0,136750.0,353500.0,424200.0,40000.0,,,0.0,,
G1 P&L - Herbie - AU NZ - CANZ - Reno (F).xlsm  -  Restored version.xlsm,Project Summary,,Herbie,G1,"Demazin Children's 2+ All in one Cold & Flu, Cough and Sore Throat 200mL _Australia","Demazin Children's 2+ All in one Cold & Flu, Cough and Sore Throat 200mL ",Australia,15.05,50000.0,55000.0,304790.0,398825.0,438707.5,2431157.435,0.0,,,60000.0,,
G1 P&L - Herbie - AU NZ - CANZ - Reno (F).xlsm  -  Restored version.xlsm,Project Summary,,Herbie,G1,Demazin Children's 3+ Night time Cold and Flu + Immune Defence  200mL _Australia,Demazin Children's 3+ Night time Cold and Flu + Immune Defence  200mL ,Australia,14.3,0.0,40000.0,44000.0,0.0,303160.0,333476.0,0.0,,,0.0,,
G1 P&L - Hulk - AU - CANZ - Reno (P).xlsm,Project Summary,,Hulk,G1,Difflam +anaes Loz Blackcurrant 32_Australia,Difflam +anaes Loz Blackcurrant 32,Australia,14.58,232100.0,217330.0,223849.9,1928890.26,1806142.6979999999,1860326.97894,0.0,,,0.0,,
G1 P&L - Hulk - AU - CANZ - Reno (P).xlsm,Project Summary,,Hulk,G1,Difflam Reg Loz Strawberry 32_Australia,Difflam Reg Loz Strawberry 32,Australia,10.33,82500.0,77250.0,79567.5,485768.25,454855.725,468501.39675,0.0,,,0.0,,
G2 SC P&L - Herbie - AU NZ - CANZ - Reno (F).xlsm,Project Summary,,Herbie,G2,"Demazin Children 4 in One Cold&Flu, Cough and Sore Throat 200mL _Australia","Demazin Children 4 in One Cold&Flu, Cough and Sore Throat 200mL ",Australia,15.1,0.0,0.0,104000.0,0.0,0.0,832312.0,0.0,,,0.0,,
G2 SC P&L - Herbie - AU NZ - CANZ - Reno (F).xlsm,Project Summary,,Herbie,G2,Demazin Children Cold&Flu Night time 200mL_Australia,Demazin Children Cold&Flu Night time 200mL,Australia,14.3,0.0,0.0,48000.0,0.0,0.0,363792.0,0.0,,,0.0,,
G2 SC P&L - Herbie - AU NZ - CANZ - Reno (F).xlsm,Project Summary,,Herbie,G2,Nyal 3-in-1 Cough Relief 240mL_Australia,Nyal 3-in-1 Cough Relief 240mL,Australia,9.4,130913.0,131178.0,137386.0,738349.32,739843.9199999999,774857.04,0.0,,,20000.0,,
G4 P&L - Pooh Bear Honey - ANZ - CANZ - Inno (R&D).xlsm,Project Summary,,Pooh Bear Honey,G4,DURO-TUSS Relief Dry Cough Night Time - AU_Australia,DURO-TUSS Relief Dry Cough Night Time - AU,Australia,14.31,223580.0,238292.0,283219.0,1774478.4072000002,1923216.60528,2285815.23396,30000.0,,,0.0,,
G4 P&L - Pooh Bear Honey - ANZ - CANZ - Inno (R&D).xlsm,Project Summary,,Pooh Bear Honey,G4,DURO-TUSS Relief Dry Cough Honey - AU_Australia,DURO-TUSS Relief Dry Cough Honey - AU,Australia,14.31,17143.0,132825.0,143981.0,118358.41012000002,1072009.3229999999,1162047.61404,20000.0,,,0.0,,
G4 P&L - Pooh Bear Honey - ANZ - CANZ - Inno (R&D).xlsm,Project Summary,,Pooh Bear Honey,G4,DURO-TUSS Herbal Night-time - NZ_NZ,DURO-TUSS Herbal Night-time - NZ,NZ,10.440366972477063,29100.0,28700.0,33500.0,221975.44954128435,233718.05504587153,272806.7889908257,15000.0,,,0.0,,
G4 P&L - Pooh Bear Honey - ANZ - CANZ - Inno (R&D).xlsm,Project Summary,,Pooh Bear Honey,G4,DURO-TUSS Herbal Honey - NZ_NZ,DURO-TUSS Herbal Honey - NZ,NZ,10.440366972477063,3000.0,16000.0,20000.0,9430.45871559633,130295.77981651374,162869.72477064218,15000.0,,,0.0,,
